"Name","Accession","Chromosome","Start","End","Strand","Confidence"
"mmu-mir-3106","MI0004486","chr8","16168757","16168838","-","-"
"mmu-miR-3106-5p","MIMAT0014817","","","","",""
"mmu-miR-3106-3p","MIMAT0014818","","","","",""
"mmu-mir-3108","MI0014105","chr8","108936860","108936938","+","-"
"mmu-miR-3108-5p","MIMAT0014947","","","","",""
"mmu-miR-3108-3p","MIMAT0014948","","","","",""
"mmu-mir-3109","MI0014106","chr9","69456944","69457031","+","High"
"mmu-miR-3109-5p","MIMAT0014949","","","","",""
"mmu-miR-3109-3p","MIMAT0014950","","","","",""
"mmu-mir-3110","MI0014107","chrX","38210441","38210520","+","-"
"mmu-miR-3110-5p","MIMAT0014951","","","","",""
"mmu-miR-3110-3p","MIMAT0014952","","","","",""
"mmu-mir-3112","MI0014109","chrX","134075316","134075397","+","-"
"mmu-miR-3112-5p","MIMAT0014955","","","","",""
"mmu-miR-3112-3p","MIMAT0014956","","","","",""
"mmu-mir-3113","MI0014111","chrX","151859562","151859637","+","-"
"mmu-miR-3113-5p","MIMAT0014959","","","","",""
"mmu-miR-3113-3p","MIMAT0014960","","","","",""
"mmu-mir-3154","MI0030343","chr2","32318265","32318343","+","-"
"mmu-miR-3154","MIMAT0035714","","","","",""
"mmu-mir-3470a","MI0014696","chr6","83090311","83090387","-","-"
"mmu-mir-3470b","MI0014697","chr16","44013852","44013977","+","-"
"mmu-miR-3470a","MIMAT0015640","","","","",""
"mmu-miR-3470b","MIMAT0015641","","","","",""
"mmu-mir-3471-1","MI0014699","chr4","10845500","10845630","-","-"
"mmu-mir-3471-2","MI0014701","chr4","3537090","3537191","+","-"
"mmu-miR-3471","MIMAT0015642","","","","",""
"mmu-mir-3472","MI0014704","chrX","145039344","145039414","+","-"
"mmu-miR-3472","MIMAT0015643","","","","",""
"mmu-mir-3473a","MI0014706","chrX","162874918","162874995","-","-"
"mmu-mir-3473b","MI0016997","chr10","41670739","41670793","+","-"
"mmu-mir-3473c","MI0018015","chr1","191998554","191998634","-","-"
"mmu-mir-3473d","MI0018033","chr8","111016450","111016530","-","-"
"mmu-mir-3473e","MI0022357","chr5","31667231","31667340","-","-"
"mmu-mir-3473f","MI0026016","chr1","106546496","106546631","-","Low"
"mmu-mir-3473g","MI0026054","chr2","126902250","126902385","-","-"
"mmu-mir-3473h","MI0040641","chr3","116667557","116667617","-","Low"
"mmu-miR-3473a","MIMAT0015645","","","","",""
"mmu-miR-3473b","MIMAT0020367","","","","",""
"mmu-miR-3473c","MIMAT0020614","","","","",""
"mmu-miR-3473d","MIMAT0020632","","","","",""
"mmu-miR-3473e","MIMAT0025587","","","","",""
"mmu-miR-3473f","MIMAT0031390","","","","",""
"mmu-miR-3473g","MIMAT0031427","","","","",""
"mmu-miR-3473h-5p","MIMAT0049861","","","","",""
"mmu-mir-3474","MI0014707","chr2","158638583","158638640","+","-"
"mmu-miR-3474","MIMAT0015646","","","","",""
"mmu-mir-3475","MI0004220","chrX","140310948","140311012","+","-"
"mmu-miR-3475-3p","MIMAT0015219","","","","",""
"mmu-miR-3475-5p","MIMAT0026642","","","","",""
"mmu-mir-3535","MI0026036","chr1","86351981","86352127","-","-"
"mmu-miR-3535","MIMAT0031410","","","","",""
"mmu-mir-3544","MI0019179","chr12","109585813","109585873","-","-"
"mmu-miR-3544-5p","MIMAT0022353","","","","",""
"mmu-miR-3544-3p","MIMAT0022354","","","","",""
"mmu-mir-3547","MI0022813","chr17","25245551","25245638","-","-"
"mmu-miR-3547-5p","MIMAT0027832","","","","",""
"mmu-miR-3547-3p","MIMAT0027833","","","","",""
"mmu-mir-3552","MI0030344","chrX","146999405","146999509","+","-"
"mmu-miR-3552","MIMAT0035715","","","","",""
"mmu-mir-3569","MI0025014","chr7","30589380","30589437","+","-"
"mmu-miR-3569-5p","MIMAT0029854","","","","",""
"mmu-miR-3569-3p","MIMAT0029855","","","","",""
"mmu-mir-3572","MI0018037","chr7","3655962","3656047","+","High"
"mmu-miR-3572-3p","MIMAT0020636","","","","",""
"mmu-miR-3572-5p","MIMAT0022986","","","","",""
"mmu-mir-3618","MI0030345","chr16","18284550","18284637","-","-"
"mmu-miR-3618-5p","MIMAT0035716","","","","",""
"mmu-miR-3618-3p","MIMAT0035717","","","","",""
"mmu-mir-3620","MI0025027","chrX","150547385","150547445","-","-"
"mmu-miR-3620-5p","MIMAT0029878","","","","",""
"mmu-miR-3620-3p","MIMAT0029879","","","","",""
"mmu-mir-3960","MI0016963","chr2","32712900","32712972","-","-"
"mmu-miR-3960","MIMAT0019336","","","","",""
"mmu-mir-3961","MI0016965","chr13","82698275","82698333","-","-"
"mmu-miR-3961","MIMAT0019338","","","","",""
"mmu-mir-3962","MI0016967","chr1","194822001","194822064","+","-"
"mmu-miR-3962","MIMAT0019340","","","","",""
"mmu-mir-3963","MI0016968","chr3","151023792","151023862","-","-"
"mmu-miR-3963","MIMAT0019341","","","","",""
"mmu-mir-3964","MI0016970","chr15","29713331","29713404","-","-"
"mmu-miR-3964","MIMAT0019344","","","","",""
"mmu-mir-3965","MI0016972","chr5","134326454","134326522","+","-"
"mmu-miR-3965","MIMAT0019347","","","","",""
"mmu-mir-3966","MI0016975","chr10","97423478","97423562","+","-"
"mmu-miR-3966","MIMAT0019350","","","","",""
"mmu-mir-3967","MI0016976","chr2","22654283","22654350","+","-"
"mmu-miR-3967","MIMAT0019351","","","","",""
"mmu-mir-3968","MI0016977","chr11","115447961","115448060","-","-"
"mmu-miR-3968","MIMAT0019352","","","","",""
"mmu-mir-3969","MI0016978","chr5","87595902","87595993","-","-"
"mmu-miR-3969","MIMAT0019353","","","","",""
"mmu-mir-3970","MI0016980","chr19","33157112","33157201","+","-"
"mmu-miR-3970","MIMAT0019355","","","","",""
"mmu-mir-3971","MI0016981","chr11","75551429","75551511","+","-"
"mmu-miR-3971","MIMAT0019356","","","","",""
"mmu-mir-5046","MI0017931","chr19","6829886","6829944","-","-"
"mmu-miR-5046","MIMAT0020540","","","","",""
"mmu-mir-5097","MI0018005","","","","","-"
"mmu-miR-5097","MIMAT0020604","","","","",""
"mmu-mir-5098","MI0018006","chr5","77272757","77272838","+","-"
"mmu-miR-5098","MIMAT0020605","","","","",""
"mmu-mir-5099","MI0018007","chr12","36816205","36816278","+","-"
"mmu-miR-5099","MIMAT0020606","","","","",""
"mmu-mir-5100","MI0018008","chr11","60728663","60728726","+","-"
"mmu-miR-5100","MIMAT0020607","","","","",""
"mmu-mir-5101","MI0018009","chr12","75909103","75909185","+","-"
"mmu-miR-5101","MIMAT0020608","","","","",""
"mmu-mir-5102","MI0018010","","","","","-"
"mmu-miR-5102","MIMAT0020609","","","","",""
"mmu-mir-5103","MI0018011","chr1","34433121","34433199","-","-"
"mmu-miR-5103","MIMAT0020610","","","","",""
"mmu-mir-5104","MI0018012","chr10","7836381","7836474","+","-"
"mmu-mir-5104b","MI0040615","chr1","134946234","134946299","-","-"
"mmu-miR-5104","MIMAT0020611","","","","",""
"mmu-miR-5104b-5p","MIMAT0049821","","","","",""
"mmu-mir-5105","MI0018013","","","","","-"
"mmu-miR-5105","MIMAT0020612","","","","",""
"mmu-mir-5106","MI0018014","chr4","44221195","44221267","-","-"
"mmu-miR-5106","MIMAT0020613","","","","",""
"mmu-mir-5107","MI0018016","chr18","60812076","60812163","+","High"
"mmu-miR-5107-5p","MIMAT0020615","","","","",""
"mmu-miR-5107-3p","MIMAT0022985","","","","",""
"mmu-mir-5108","MI0018017","chr10","61774737","61774821","+","-"
"mmu-miR-5108","MIMAT0020616","","","","",""
"mmu-mir-5109","MI0018018","","","","","-"
"mmu-miR-5109","MIMAT0020617","","","","",""
"mmu-mir-5110","MI0018019","chr11","85760616","85760702","-","-"
"mmu-miR-5110","MIMAT0020618","","","","",""
"mmu-mir-5111","MI0018020","","","","","-"
"mmu-miR-5111","MIMAT0020619","","","","",""
"mmu-mir-5112","MI0018021","chr18","82720281","82720340","+","-"
"mmu-miR-5112","MIMAT0020620","","","","",""
"mmu-mir-5113","MI0018022","chr15","80940039","80940120","+","-"
"mmu-miR-5113","MIMAT0020621","","","","",""
"mmu-mir-5114","MI0018023","chr19","44303171","44303231","+","High"
"mmu-miR-5114","MIMAT0020622","","","","",""
"mmu-mir-5115","MI0018024","","","","","-"
"mmu-miR-5115","MIMAT0020623","","","","",""
"mmu-mir-5116","MI0018025","chrX","56587852","56587914","-","-"
"mmu-miR-5116","MIMAT0020624","","","","",""
"mmu-mir-5117","MI0018026","","","","","-"
"mmu-miR-5117","MIMAT0020625","","","","",""
"mmu-mir-5118","MI0018027","chr16","55494731","55494797","+","-"
"mmu-miR-5118","MIMAT0020626","","","","",""
"mmu-mir-5119","MI0018028","chr11","98262606","98262662","+","-"
"mmu-miR-5119","MIMAT0020627","","","","",""
"mmu-mir-5120","MI0018029","chr4","44607491","44607568","-","-"
"mmu-miR-5120","MIMAT0020628","","","","",""
"mmu-mir-5121","MI0018030","chr7","45126918","45126991","-","-"
"mmu-miR-5121","MIMAT0020629","","","","",""
"mmu-mir-5122","MI0018031","chr4","133369776","133369864","+","-"
"mmu-miR-5122","MIMAT0020630","","","","",""
"mmu-mir-5123","MI0018034","chr4","40850056","40850138","-","-"
"mmu-miR-5123","MIMAT0020633","","","","",""
"mmu-mir-5124a","MI0018035","chr13","40865791","40865862","+","-"
"mmu-mir-5124b","MI0021921","chr14","11282477","11282561","+","-"
"mmu-miR-5124a","MIMAT0020634","","","","",""
"mmu-miR-5124b","MIMAT0025136","","","","",""
"mmu-mir-5125","MI0018036","chr17","23823291","23823369","+","-"
"mmu-miR-5125","MIMAT0020635","","","","",""
"mmu-mir-5126","MI0018038","chr1","84695839","84695915","+","-"
"mmu-miR-5126","MIMAT0020637","","","","",""
"mmu-mir-5127","MI0018039","chr18","81992010","81992080","-","-"
"mmu-miR-5127","MIMAT0020638","","","","",""
"mmu-mir-5128","MI0018040","chr2","37688201","37688284","-","-"
"mmu-miR-5128","MIMAT0020639","","","","",""
"mmu-mir-5129","MI0018041","chr2","45023100","45023177","-","High"
"mmu-miR-5129-5p","MIMAT0020640","","","","",""
"mmu-miR-5129-3p","MIMAT0022987","","","","",""
"mmu-mir-5130","MI0018042","chr14","102982549","102982632","-","-"
"mmu-miR-5130","MIMAT0020641","","","","",""
"mmu-mir-5131","MI0018043","chr14","45657961","45658053","-","-"
"mmu-miR-5131","MIMAT0020642","","","","",""
"mmu-mir-5132","MI0018044","chrX","74023528","74023598","-","-"
"mmu-miR-5132-5p","MIMAT0020643","","","","",""
"mmu-miR-5132-3p","MIMAT0022988","","","","",""
"mmu-mir-5133","MI0018045","chr9","62122518","62122594","-","-"
"mmu-miR-5133","MIMAT0020644","","","","",""
"mmu-mir-5134","MI0018046","chr17","24234527","24234604","-","High"
"mmu-miR-5134-5p","MIMAT0020645","","","","",""
"mmu-miR-5134-3p","MIMAT0022989","","","","",""
"mmu-mir-5135","MI0018047","chr12","76533134","76533212","-","-"
"mmu-miR-5135","MIMAT0020646","","","","",""
"mmu-mir-5136","MI0018048","chr19","8888699","8888774","-","-"
"mmu-miR-5136","MIMAT0020647","","","","",""
"mmu-mir-5615-1","MI0019181","chr10","81104614","81104673","-","High"
"mmu-mir-5615-2","MI0019182","chr10","81104616","81104675","+","High"
"mmu-miR-5615-5p","MIMAT0022355","","","","",""
"mmu-miR-5615-3p","MIMAT0022356","","","","",""
"mmu-mir-5616","MI0019184","chr4","149537863","149537922","+","-"
"mmu-miR-5616-5p","MIMAT0022359","","","","",""
"mmu-miR-5616-3p","MIMAT0022360","","","","",""
"mmu-mir-5617","MI0019185","chrX","20863126","20863182","-","-"
"mmu-miR-5617-5p","MIMAT0022361","","","","",""
"mmu-miR-5617-3p","MIMAT0022362","","","","",""
"mmu-mir-5618","MI0019186","chr9","7784390","7784440","+","-"
"mmu-miR-5618-5p","MIMAT0022363","","","","",""
"mmu-miR-5618-3p","MIMAT0022364","","","","",""
"mmu-mir-5619","MI0019187","chr5","104048003","104048063","+","High"
"mmu-miR-5619-5p","MIMAT0022365","","","","",""
"mmu-miR-5619-3p","MIMAT0022366","","","","",""
"mmu-mir-5620","MI0019188","chr7","7298891","7298946","+","-"
"mmu-miR-5620-5p","MIMAT0022367","","","","",""
"mmu-miR-5620-3p","MIMAT0022368","","","","",""
"mmu-mir-5621","MI0019189","chr11","115795824","115795886","+","-"
"mmu-miR-5621-5p","MIMAT0022369","","","","",""
"mmu-miR-5621-3p","MIMAT0022370","","","","",""
"mmu-mir-5622","MI0019190","chr2","152865067","152865126","+","-"
"mmu-miR-5622-5p","MIMAT0022371","","","","",""
"mmu-miR-5622-3p","MIMAT0022372","","","","",""
"mmu-mir-5623","MI0019191","chr19","58051167","58051236","+","-"
"mmu-miR-5623-5p","MIMAT0022373","","","","",""
"mmu-miR-5623-3p","MIMAT0022374","","","","",""
"mmu-mir-5624","MI0019193","chr13","93790777","93790837","+","-"
"mmu-miR-5624-5p","MIMAT0022377","","","","",""
"mmu-miR-5624-3p","MIMAT0022378","","","","",""
"mmu-mir-5625","MI0019194","chr5","30647936","30648015","+","-"
"mmu-miR-5625-5p","MIMAT0022379","","","","",""
"mmu-miR-5625-3p","MIMAT0022380","","","","",""
"mmu-mir-5626","MI0019195","chr9","70405694","70405753","-","-"
"mmu-miR-5626-5p","MIMAT0022381","","","","",""
"mmu-miR-5626-3p","MIMAT0022382","","","","",""
"mmu-mir-5627","MI0019198","chr12","44210313","44210373","+","-"
"mmu-miR-5627-5p","MIMAT0022385","","","","",""
"mmu-miR-5627-3p","MIMAT0022386","","","","",""
"mmu-mir-5709","MI0019318","chr17","67026147","67026235","-","-"
"mmu-miR-5709-5p","MIMAT0022504","","","","",""
"mmu-miR-5709-3p","MIMAT0027104","","","","",""
"mmu-mir-5710","MI0019319","chr9","54708313","54708381","+","-"
"mmu-miR-5710","MIMAT0022505","","","","",""
"mmu-mir-6236","MI0021583","chr9","110281287","110281409","+","Low"
"mmu-miR-6236","MIMAT0024857","","","","",""
"mmu-mir-6237","MI0021584","chr9","9894431","9894521","+","-"
"mmu-miR-6237","MIMAT0024858","","","","",""
"mmu-mir-6238","MI0021585","chr7","53891761","53891889","-","-"
"mmu-miR-6238","MIMAT0024859","","","","",""
"mmu-mir-6239","MI0021586","chr14","117953743","117953847","-","-"
"mmu-miR-6239","MIMAT0024860","","","","",""
"mmu-mir-6240","MI0021587","chr5","114851948","114852064","+","Low"
"mmu-miR-6240","MIMAT0024861","","","","",""
"mmu-mir-6241","MI0021588","chr14","118258634","118258736","+","-"
"mmu-miR-6241","MIMAT0024862","","","","",""
"mmu-mir-6242","MI0021589","","","","","-"
"mmu-mir-6243","MI0021590","","","","","-"
"mmu-mir-6244","MI0021591","chr9","52115623","52115739","+","-"
"mmu-miR-6244","MIMAT0024864","","","","",""
"mmu-mir-6335","MI0021862","chr2","67781043","67781140","+","-"
"mmu-miR-6335","MIMAT0025077","","","","",""
"mmu-mir-6336","MI0021864","chr2","42447439","42447568","-","-"
"mmu-miR-6336","MIMAT0025079","","","","",""
"mmu-mir-6337","MI0021865","chr2","65364296","65364400","-","-"
"mmu-miR-6337","MIMAT0025080","","","","",""
"mmu-mir-6338","MI0021866","chr11","72388756","72388864","+","-"
"mmu-miR-6338","MIMAT0025081","","","","",""
"mmu-mir-6339","MI0021867","chr2","130016292","130016408","-","-"
"mmu-miR-6339","MIMAT0025082","","","","",""
"mmu-mir-6340","MI0021868","chr2","173701030","173701148","-","-"
"mmu-miR-6340","MIMAT0025083","","","","",""
"mmu-mir-6341","MI0021869","chr1","12425986","12426106","+","-"
"mmu-miR-6341","MIMAT0025084","","","","",""
"mmu-mir-6342","MI0021870","chr1","29421488","29421612","+","-"
"mmu-miR-6342","MIMAT0025085","","","","",""
"mmu-mir-6343","MI0021871","chr1","76509560","76509643","+","-"
"mmu-miR-6343","MIMAT0025086","","","","",""
"mmu-mir-6344","MI0021872","chr1","82131916","82132019","+","-"
"mmu-miR-6344","MIMAT0025087","","","","",""
"mmu-mir-6345","MI0021873","chr1","93352158","93352285","+","-"
"mmu-miR-6345","MIMAT0025088","","","","",""
"mmu-mir-6346","MI0021874","chr1","118954220","118954300","+","-"
"mmu-miR-6346","MIMAT0025089","","","","",""
"mmu-mir-6347","MI0021875","chr1","167290125","167290225","+","-"
"mmu-miR-6347","MIMAT0025090","","","","",""
"mmu-mir-6348","MI0021876","chr1","168490643","168490762","+","-"
"mmu-miR-6348","MIMAT0025091","","","","",""
"mmu-mir-6349","MI0021877","chr1","39186896","39186992","-","-"
"mmu-miR-6349","MIMAT0025092","","","","",""
"mmu-mir-6350","MI0021878","chr1","47467021","47467125","-","-"
"mmu-miR-6350","MIMAT0025093","","","","",""
"mmu-mir-6351","MI0021879","chr1","73855477","73855575","-","-"
"mmu-miR-6351","MIMAT0025094","","","","",""
"mmu-mir-6352","MI0021880","chr1","77496653","77496768","-","-"
"mmu-miR-6352","MIMAT0025095","","","","",""
"mmu-mir-6353","MI0021881","chr1","84218849","84218961","-","-"
"mmu-miR-6353","MIMAT0025096","","","","",""
"mmu-mir-6354","MI0021882","chr1","169018974","169019089","-","-"
"mmu-miR-6354","MIMAT0025097","","","","",""
"mmu-mir-6355","MI0021883","chr18","59579630","59579735","+","-"
"mmu-miR-6355","MIMAT0025098","","","","",""
"mmu-mir-6356","MI0021884","chr18","68739400","68739501","+","-"
"mmu-miR-6356","MIMAT0025099","","","","",""
"mmu-mir-6357","MI0021885","chr18","70516786","70516889","+","-"
"mmu-miR-6357","MIMAT0025100","","","","",""
"mmu-mir-6358","MI0021886","chr18","76170552","76170652","+","-"
"mmu-miR-6358","MIMAT0025101","","","","",""
"mmu-mir-6359","MI0021887","chr18","88972030","88972110","+","-"
"mmu-miR-6359","MIMAT0025102","","","","",""
"mmu-mir-6360","MI0021888","chr18","23774864","23774989","-","-"
"mmu-miR-6360","MIMAT0025103","","","","",""
"mmu-mir-6361","MI0021889","chr18","32880573","32880673","-","-"
"mmu-miR-6361","MIMAT0025104","","","","",""
"mmu-mir-6362","MI0021891","chr16","22605326","22605432","+","-"
"mmu-miR-6362","MIMAT0025106","","","","",""
"mmu-mir-6363","MI0021892","chr16","50727132","50727245","+","-"
"mmu-miR-6363","MIMAT0025107","","","","",""
"mmu-mir-6364","MI0021893","chr16","5215789","5215874","-","-"
"mmu-miR-6364","MIMAT0025108","","","","",""
"mmu-mir-6365","MI0021894","chr16","13471080","13471180","-","-"
"mmu-miR-6365","MIMAT0025109","","","","",""
"mmu-mir-6366","MI0021895","chr16","18165089","18165170","-","-"
"mmu-miR-6366","MIMAT0025110","","","","",""
"mmu-mir-6367","MI0021896","chr16","91527443","91527544","-","-"
"mmu-miR-6367","MIMAT0025111","","","","",""
"mmu-mir-6368","MI0021897","chr13","28710781","28710873","-","-"
"mmu-miR-6368","MIMAT0025112","","","","",""
"mmu-mir-6369","MI0021898","chr13","58313044","58313149","-","-"
"mmu-miR-6369","MIMAT0025113","","","","",""
"mmu-mir-6370","MI0021899","chr6","19555342","19555461","+","-"
"mmu-miR-6370","MIMAT0025114","","","","",""
"mmu-mir-6371","MI0021900","chr6","50572398","50572508","+","-"
"mmu-miR-6371","MIMAT0025115","","","","",""
"mmu-mir-6372","MI0021901","chr11","26202240","26202348","+","-"
"mmu-miR-6372","MIMAT0025116","","","","",""
"mmu-mir-6373","MI0021902","chr6","102794384","102794485","+","-"
"mmu-miR-6373","MIMAT0025117","","","","",""
"mmu-mir-6374","MI0021903","chr6","83400996","83401102","-","-"
"mmu-miR-6374","MIMAT0025118","","","","",""
"mmu-mir-6375","MI0021904","chr6","85790140","85790234","-","-"
"mmu-miR-6375","MIMAT0025119","","","","",""
"mmu-mir-6376","MI0021905","chr6","88104128","88104258","-","-"
"mmu-miR-6376","MIMAT0025120","","","","",""
"mmu-mir-6377","MI0021907","chr3","57616609","57616722","+","-"
"mmu-miR-6377","MIMAT0025122","","","","",""
"mmu-mir-6378","MI0021909","chr3","34922545","34922651","-","-"
"mmu-miR-6378","MIMAT0025124","","","","",""
"mmu-mir-6379","MI0021910","chr3","46900668","46900782","-","-"
"mmu-miR-6379","MIMAT0025125","","","","",""
"mmu-mir-6380","MI0021911","chr3","137783535","137783615","-","-"
"mmu-miR-6380","MIMAT0025126","","","","",""
"mmu-mir-6381","MI0021912","chr3","142623860","142623946","-","-"
"mmu-miR-6381","MIMAT0025127","","","","",""
"mmu-mir-6382","MI0021913","chrX","106309826","106309935","+","-"
"mmu-miR-6382","MIMAT0025128","","","","",""
"mmu-mir-6383","MI0021914","chrX","136183245","136183360","+","-"
"mmu-miR-6383","MIMAT0025129","","","","",""
"mmu-mir-6384","MI0021915","chrX","52378121","52378181","-","-"
"mmu-miR-6384","MIMAT0025130","","","","",""
"mmu-mir-6385","MI0021916","chr9","58221150","58221254","+","-"
"mmu-miR-6385","MIMAT0025131","","","","",""
"mmu-mir-6386","MI0021918","chr9","92267258","92267361","-","-"
"mmu-miR-6386","MIMAT0025133","","","","",""
"mmu-mir-6387","MI0021919","chr12","15800994","15801101","-","-"
"mmu-miR-6387","MIMAT0025134","","","","",""
"mmu-mir-6388","MI0021920","chr12","115695720","115695794","-","-"
"mmu-miR-6388","MIMAT0025135","","","","",""
"mmu-mir-6389","MI0021922","chr7","57581061","57581162","+","-"
"mmu-miR-6389","MIMAT0025137","","","","",""
"mmu-mir-6390","MI0021924","chr14","105623642","105623770","-","-"
"mmu-miR-6390","MIMAT0025139","","","","",""
"mmu-mir-6391","MI0021925","chr14","118592369","118592472","-","-"
"mmu-miR-6391","MIMAT0025140","","","","",""
"mmu-mir-6392","MI0021926","chr15","84168270","84168377","+","-"
"mmu-miR-6392-5p","MIMAT0025141","","","","",""
"mmu-miR-6392-3p","MIMAT0025142","","","","",""
"mmu-mir-6393","MI0021927","chr15","87795850","87795943","-","-"
"mmu-miR-6393","MIMAT0025143","","","","",""
"mmu-mir-6394","MI0021928","chr7","96305667","96305765","+","-"
"mmu-miR-6394","MIMAT0025144","","","","",""
"mmu-mir-6395","MI0021930","chr8","34166622","34166712","-","-"
"mmu-miR-6395","MIMAT0025146","","","","",""
"mmu-mir-6396","MI0021931","chr8","122622265","122622375","-","-"
"mmu-miR-6396","MIMAT0025147","","","","",""
"mmu-mir-6397","MI0021933","chr4","108087357","108087449","+","-"
"mmu-miR-6397","MIMAT0025149","","","","",""
"mmu-mir-6398","MI0021934","chr4","123616420","123616521","+","-"
"mmu-miR-6398","MIMAT0025150","","","","",""
"mmu-mir-6399","MI0021935","chr4","138163209","138163292","+","-"
"mmu-miR-6399","MIMAT0025151","","","","",""
"mmu-mir-6400","MI0021936","chr4","15942900","15942991","-","-"
"mmu-miR-6400","MIMAT0025152","","","","",""
"mmu-mir-6401","MI0021937","chr7","139779018","139779126","+","-"
"mmu-miR-6401","MIMAT0025153","","","","",""
"mmu-mir-6402","MI0021938","chr4","91373284","91373363","-","-"
"mmu-miR-6402","MIMAT0025154","","","","",""
"mmu-mir-6403","MI0021939","chr4","134567723","134567851","-","-"
"mmu-miR-6403","MIMAT0025155","","","","",""
"mmu-mir-6404","MI0021940","chr7","143933115","143933208","+","-"
"mmu-miR-6404","MIMAT0025156","","","","",""
"mmu-mir-6405","MI0021941","chr19","44808406","44808529","+","-"
"mmu-miR-6405","MIMAT0025157","","","","",""
"mmu-mir-6406","MI0021943","chr11","68220892","68221011","+","-"
"mmu-miR-6406","MIMAT0025159","","","","",""
"mmu-mir-6407","MI0021944","chr19","53010656","53010756","-","-"
"mmu-miR-6407","MIMAT0025160","","","","",""
"mmu-mir-6408","MI0021945","chr10","60923023","60923113","+","-"
"mmu-miR-6408","MIMAT0025161","","","","",""
"mmu-mir-6409","MI0021946","chr10","76008926","76009017","+","-"
"mmu-miR-6409","MIMAT0025162","","","","",""
"mmu-mir-6410","MI0021947","chr10","78434799","78434902","+","-"
"mmu-miR-6410","MIMAT0025163","","","","",""
"mmu-mir-6411","MI0021948","chr10","104287269","104287376","+","-"
"mmu-miR-6411","MIMAT0025164","","","","",""
"mmu-mir-6412","MI0021949","chr10","122648339","122648435","+","-"
"mmu-miR-6412","MIMAT0025165","","","","",""
"mmu-mir-6413","MI0021950","chr10","20297581","20297688","-","-"
"mmu-miR-6413","MIMAT0025166","","","","",""
"mmu-mir-6414","MI0021952","chr5","41891342","41891423","+","-"
"mmu-miR-6414","MIMAT0025168","","","","",""
"mmu-mir-6415","MI0021953","chr5","92458557","92458656","+","-"
"mmu-miR-6415","MIMAT0025169","","","","",""
"mmu-mir-6416","MI0021954","chr7","64249983","64250099","-","-"
"mmu-miR-6416-5p","MIMAT0025170","","","","",""
"mmu-miR-6416-3p","MIMAT0025171","","","","",""
"mmu-mir-6417","MI0021955","chr5","52135902","52136017","-","-"
"mmu-miR-6417","MIMAT0025172","","","","",""
"mmu-mir-6418","MI0021956","chr5","137529480","137529594","-","-"
"mmu-miR-6418-5p","MIMAT0025173","","","","",""
"mmu-miR-6418-3p","MIMAT0025174","","","","",""
"mmu-mir-6419","MI0021957","chr2","17563514","17563626","+","-"
"mmu-miR-6419","MIMAT0025175","","","","",""
"mmu-mir-6420","MI0021958","chr17","64440806","64440907","+","-"
"mmu-miR-6420","MIMAT0025176","","","","",""
"mmu-mir-6481","MI0022051","chr3","99199344","99199453","-","-"
"mmu-miR-6481","MIMAT0027339","","","","",""
"mmu-mir-6516","MI0022266","chr11","117077348","117077457","+","High"
"mmu-miR-6516-5p","MIMAT0027343","","","","",""
"mmu-miR-6516-3p","MIMAT0027344","","","","",""
"mmu-mir-6537","MI0022353","chr7","25097066","25097175","-","-"
"mmu-miR-6537-5p","MIMAT0025581","","","","",""
"mmu-miR-6537-3p","MIMAT0025582","","","","",""
"mmu-mir-6538","MI0022354","chr12","26414901","26415010","-","-"
"mmu-miR-6538","MIMAT0025583","","","","",""
"mmu-mir-6539","MI0022355","chr14","67859636","67859745","-","-"
"mmu-miR-6539","MIMAT0025584","","","","",""
"mmu-mir-6540","MI0022356","chr16","42303362","42303469","-","High"
"mmu-miR-6540-5p","MIMAT0025585","","","","",""
"mmu-miR-6540-3p","MIMAT0025586","","","","",""
"mmu-mir-6541","MI0022358","chr14","62865542","62865651","+","-"
"mmu-miR-6541","MIMAT0025588","","","","",""
"mmu-mir-6546","MI0024983","chr1","171064591","171064652","-","-"
"mmu-miR-6546-5p","MIMAT0029792","","","","",""
"mmu-miR-6546-3p","MIMAT0029793","","","","",""
"mmu-mir-6715","MI0025026","chr19","55192678","55192734","+","-"
"mmu-miR-6715-5p","MIMAT0029876","","","","",""
"mmu-miR-6715-3p","MIMAT0029877","","","","",""
"mmu-mir-6769b","MI0022917","chr8","71631047","71631106","-","-"
"mmu-miR-6769b-5p","MIMAT0028040","","","","",""
"mmu-miR-6769b-3p","MIMAT0028041","","","","",""
"mmu-mir-6896","MI0022743","chr1","34117359","34117431","+","-"
"mmu-miR-6896-5p","MIMAT0027692","","","","",""
"mmu-miR-6896-3p","MIMAT0027693","","","","",""
"mmu-mir-6897","MI0022744","chr1","36144252","36144313","-","-"
"mmu-miR-6897-5p","MIMAT0027694","","","","",""
"mmu-miR-6897-3p","MIMAT0027695","","","","",""
"mmu-mir-6898","MI0022745","chr1","36348682","36348758","-","-"
"mmu-miR-6898-5p","MIMAT0027696","","","","",""
"mmu-miR-6898-3p","MIMAT0027697","","","","",""
"mmu-mir-6899","MI0022746","chr1","64042438","64042501","-","-"
"mmu-miR-6899-5p","MIMAT0027698","","","","",""
"mmu-miR-6899-3p","MIMAT0027699","","","","",""
"mmu-mir-6900","MI0022747","chr1","92464483","92464542","-","-"
"mmu-miR-6900-5p","MIMAT0027700","","","","",""
"mmu-miR-6900-3p","MIMAT0027701","","","","",""
