miRNA name	pos:mut	second_trim_rCMC_cont_IP	second_trim_rCMC_PE_IP	second_trim_rCMC_cont_IP (PM+1MM+2MM)	second_trim_rCMC_PE_IP (PM+1MM+2MM)
mmu-let-7e-5p	12:GC	3.0	7.0	120351.0	227375.0
mmu-let-7e-5p	12:GT	11.0	32.0	120351.0	227375.0
mmu-let-7e-5p	13:TA	10.0	13.0	120351.0	227375.0
mmu-let-7e-5p	13:TC	19.0	20.0	120351.0	227375.0
mmu-let-7e-5p	13:TG	1.0	0.0	120351.0	227375.0
mmu-let-7e-5p	14:TA	11.0	17.0	120351.0	227375.0
mmu-let-7e-5p	14:TC	11.0	24.0	120351.0	227375.0
mmu-let-7e-5p	14:TG	1.0	1.0	120351.0	227375.0
mmu-let-7e-5p	15:GA	10.0	24.0	120351.0	227375.0
mmu-let-7e-5p	15:GC	5.0	20.0	120351.0	227375.0
mmu-let-7e-5p	15:GT	9.0	29.0	120351.0	227375.0
mmu-let-7e-5p	16:TA	13.0	22.0	120351.0	227375.0
mmu-let-7e-5p	16:TC	15.0	19.0	120351.0	227375.0
mmu-let-7e-5p	16:TG	2.0	3.0	120351.0	227375.0
mmu-let-7e-5p	17:AT	9.0	18.0	120351.0	227375.0
mmu-let-7e-5p	18:TA	11.0	19.0	120351.0	227375.0
mmu-let-7e-5p	18:TC	3.0	26.0	120351.0	227375.0
mmu-let-7e-5p	18:TG	1.0	2.0	120351.0	227375.0
mmu-let-7e-5p	19:AT	7.0	9.0	120351.0	227375.0
mmu-let-7e-5p	20:GA	5.0	9.0	120351.0	227375.0
mmu-let-7e-5p	20:GC	3.0	5.0	120351.0	227375.0
mmu-let-7e-5p	20:GT	9.0	34.0	120351.0	227375.0
mmu-let-7e-5p	21:TA	13.0	25.0	120351.0	227375.0
mmu-let-7e-5p	21:TC	11.0	21.0	120351.0	227375.0
mmu-let-7e-5p	21:TG	10.0	6.0	120351.0	227375.0
mmu-let-7e-5p	22:TA	652.0	1089.0	120351.0	227375.0
mmu-let-7e-5p	22:TC	17.0	29.0	120351.0	227375.0
mmu-let-7e-5p	22:TG	25.0	49.0	120351.0	227375.0
mmu-let-7e-5p	1:TA,2:GT	0.0	1.0	120351.0	227375.0
mmu-let-7e-5p	2:GT,22:TA	1.0	0.0	120351.0	227375.0
mmu-let-7e-5p	3:AT,4:GT	1.0	0.0	120351.0	227375.0
mmu-let-7e-5p	4:GC,11:GA	1.0	0.0	120351.0	227375.0
mmu-let-7e-5p	4:GT,22:TA	0.0	1.0	120351.0	227375.0
mmu-let-7e-5p	6:TA,22:TA	1.0	0.0	120351.0	227375.0
mmu-let-7e-5p	6:TC,22:TA	0.0	1.0	120351.0	227375.0
mmu-let-7e-5p	10:AT,22:TA	0.0	1.0	120351.0	227375.0
mmu-let-7e-5p	11:GT,12:GT	0.0	1.0	120351.0	227375.0
mmu-let-7e-5p	14:TC,15:GT	1.0	0.0	120351.0	227375.0
mmu-let-7e-5p	14:TC,22:TA	0.0	1.0	120351.0	227375.0
mmu-let-7e-5p	18:TA,22:TA	1.0	0.0	120351.0	227375.0
mmu-let-7e-5p	18:TC,22:TA	1.0	0.0	120351.0	227375.0
mmu-let-7f-1-3p	22:CA	1.0	2.0	3.0	8.0
mmu-let-7f-1-3p	22:CT	2.0	6.0	3.0	8.0
mmu-let-7f-2-3p	PM	5.0	4.0	5.0	4.0
mmu-let-7f-5p	PM	958546.0	2021415.0	963961.0	2032875.0
mmu-let-7f-5p	1:TA	66.0	101.0	963961.0	2032875.0
mmu-let-7f-5p	1:TC	73.0	183.0	963961.0	2032875.0
mmu-let-7f-5p	1:TG	9.0	15.0	963961.0	2032875.0
mmu-let-7f-5p	2:GA	85.0	176.0	963961.0	2032875.0
mmu-let-7f-5p	2:GC	68.0	128.0	963961.0	2032875.0
mmu-let-7f-5p	2:GT	219.0	442.0	963961.0	2032875.0
mmu-let-7f-5p	3:AC	8.0	17.0	963961.0	2032875.0
mmu-let-7f-5p	3:AG	73.0	151.0	963961.0	2032875.0
mmu-let-7f-5p	3:AT	61.0	168.0	963961.0	2032875.0
mmu-let-7f-5p	4:GA	62.0	102.0	963961.0	2032875.0
mmu-let-7f-5p	4:GC	51.0	91.0	963961.0	2032875.0
mmu-let-7f-5p	4:GT	248.0	457.0	963961.0	2032875.0
mmu-let-7f-5p	5:GA	45.0	76.0	963961.0	2032875.0
mmu-let-7f-5p	5:GC	25.0	38.0	963961.0	2032875.0
mmu-let-7f-5p	5:GT	124.0	219.0	963961.0	2032875.0
mmu-let-7f-5p	6:TA	54.0	96.0	963961.0	2032875.0
mmu-let-7f-5p	6:TC	97.0	166.0	963961.0	2032875.0
mmu-let-7f-5p	6:TG	6.0	13.0	963961.0	2032875.0
mmu-let-7f-5p	7:AC	6.0	21.0	963961.0	2032875.0
mmu-let-7f-5p	7:AG	104.0	214.0	963961.0	2032875.0
mmu-let-7f-5p	7:AT	67.0	152.0	963961.0	2032875.0
mmu-let-7f-5p	8:GA	32.0	71.0	963961.0	2032875.0
mmu-let-7f-5p	8:GC	35.0	65.0	963961.0	2032875.0
mmu-let-7f-5p	8:GT	182.0	394.0	963961.0	2032875.0
mmu-let-7f-5p	9:TA	94.0	211.0	963961.0	2032875.0
mmu-let-7f-5p	9:TC	86.0	183.0	963961.0	2032875.0
mmu-let-7f-5p	10:AC	17.0	21.0	963961.0	2032875.0
mmu-let-7f-5p	10:AG	86.0	170.0	963961.0	2032875.0
mmu-let-7f-5p	10:AT	61.0	139.0	963961.0	2032875.0
mmu-let-7f-5p	11:GA	49.0	93.0	963961.0	2032875.0
mmu-let-7f-5p	11:GC	56.0	111.0	963961.0	2032875.0
mmu-let-7f-5p	11:GT	287.0	531.0	963961.0	2032875.0
mmu-let-7f-5p	13:TA	60.0	158.0	963961.0	2032875.0
mmu-let-7f-5p	13:TC	78.0	186.0	963961.0	2032875.0
mmu-let-7f-5p	13:TG	2.0	11.0	963961.0	2032875.0
mmu-let-7f-5p	14:TA	66.0	154.0	963961.0	2032875.0
mmu-let-7f-5p	14:TC	92.0	194.0	963961.0	2032875.0
mmu-let-7f-5p	14:TG	14.0	32.0	963961.0	2032875.0
mmu-let-7f-5p	15:GA	86.0	163.0	963961.0	2032875.0
mmu-let-7f-5p	15:GC	56.0	122.0	963961.0	2032875.0
mmu-let-7f-5p	15:GT	126.0	257.0	963961.0	2032875.0
mmu-let-7f-5p	16:TA	119.0	266.0	963961.0	2032875.0
mmu-let-7f-5p	16:TC	103.0	176.0	963961.0	2032875.0
mmu-let-7f-5p	16:TG	8.0	21.0	963961.0	2032875.0
mmu-let-7f-5p	17:AC	3.0	9.0	963961.0	2032875.0
mmu-let-7f-5p	17:AG	19.0	135.0	963961.0	2032875.0
mmu-let-7f-5p	17:AT	100.0	189.0	963961.0	2032875.0
mmu-let-7f-5p	18:TA	66.0	152.0	963961.0	2032875.0
mmu-let-7f-5p	18:TG	4.0	5.0	963961.0	2032875.0
mmu-let-7f-5p	19:AC	6.0	2.0	963961.0	2032875.0
mmu-let-7f-5p	19:AT	48.0	81.0	963961.0	2032875.0
mmu-let-7f-5p	20:GA	35.0	77.0	963961.0	2032875.0
mmu-let-7f-5p	20:GC	18.0	46.0	963961.0	2032875.0
mmu-let-7f-5p	20:GT	91.0	194.0	963961.0	2032875.0
mmu-let-7f-5p	21:TA	70.0	150.0	963961.0	2032875.0
mmu-let-7f-5p	21:TC	51.0	135.0	963961.0	2032875.0
mmu-let-7f-5p	21:TG	44.0	123.0	963961.0	2032875.0
mmu-let-7f-5p	22:TA	1315.0	3010.0	963961.0	2032875.0
mmu-let-7f-5p	22:TC	80.0	170.0	963961.0	2032875.0
mmu-let-7f-5p	22:TG	80.0	167.0	963961.0	2032875.0
mmu-let-7f-5p	1:TC,2:GA	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	1:TC,2:GT	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	1:TC,10:AG	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	1:TC,15:GC	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	1:TC,22:TA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	2:GC,8:GT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	2:GT,4:GT	3.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	2:GT,5:GT	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	2:GT,8:GT	2.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	2:GT,11:GT	1.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	2:GT,21:TG	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	3:AG,6:TC	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	3:AG,16:TA	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	3:AT,4:GA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	3:AT,4:GT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	4:GA,22:TG	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	4:GC,5:GT	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	4:GC,11:GT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	4:GT,5:GT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	4:GT,21:TG	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	4:GT,22:TA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	4:GT,22:TG	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	5:GA,9:TC	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	5:GT,19:AT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	5:GT,20:GT	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	5:GT,22:TA	1.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	6:TA,7:AT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	6:TG,7:AT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	7:AG,11:GC	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	7:AG,22:TA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	8:GA,14:TC	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	8:GA,22:TA	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	8:GT,11:GT	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	8:GT,20:GA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	8:GT,22:TA	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	9:TA,14:TA	1.0	0.0	963961.0	2032875.0
mmu-let-7f-5p	9:TA,22:TA	1.0	2.0	963961.0	2032875.0
mmu-let-7f-5p	10:AG,11:GT	0.0	2.0	963961.0	2032875.0
mmu-let-7f-5p	10:AG,15:GA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	10:AG,22:TA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	11:GT,15:GT	0.0	2.0	963961.0	2032875.0
mmu-let-7f-5p	11:GT,20:GT	1.0	4.0	963961.0	2032875.0
mmu-let-7f-5p	11:GT,22:TA	1.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	14:TC,15:GA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	15:GT,20:GC	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	15:GT,22:TA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	16:TC,22:TA	0.0	1.0	963961.0	2032875.0
mmu-let-7f-5p	20:GT,22:TA	1.0	3.0	963961.0	2032875.0
mmu-let-7f-5p	21:TA,22:TA	16.0	11.0	963961.0	2032875.0
mmu-let-7f-5p	21:TA,22:TG	0.0	4.0	963961.0	2032875.0
mmu-let-7f-5p	21:TG,22:TG	0.0	3.0	963961.0	2032875.0
mmu-let-7g-3p	PM	1.0	5.0	2.0	5.0
mmu-let-7g-3p	10:GT	1.0	0.0	2.0	5.0
mmu-let-7g-5p	PM	265465.0	448336.0	266988.0	450804.0
mmu-let-7g-5p	3:AC	5.0	1.0	266988.0	450804.0
mmu-let-7g-5p	3:AG	15.0	29.0	266988.0	450804.0
mmu-let-7g-5p	3:AT	22.0	27.0	266988.0	450804.0
mmu-let-7g-5p	4:GA	17.0	34.0	266988.0	450804.0
mmu-let-7g-5p	4:GC	13.0	18.0	266988.0	450804.0
mmu-let-7g-5p	4:GT	55.0	82.0	266988.0	450804.0
mmu-let-7g-5p	5:GA	16.0	20.0	266988.0	450804.0
mmu-let-7g-5p	5:GC	7.0	10.0	266988.0	450804.0
mmu-let-7g-5p	5:GT	29.0	63.0	266988.0	450804.0
mmu-let-7g-5p	6:TA	9.0	29.0	266988.0	450804.0
mmu-let-7g-5p	6:TC	28.0	33.0	266988.0	450804.0
mmu-let-7g-5p	6:TG	0.0	2.0	266988.0	450804.0
mmu-let-7g-5p	7:AC	2.0	4.0	266988.0	450804.0
mmu-let-7g-5p	7:AG	32.0	50.0	266988.0	450804.0
mmu-let-7g-5p	7:AT	24.0	44.0	266988.0	450804.0
mmu-let-7g-5p	8:GA	9.0	17.0	266988.0	450804.0
mmu-let-7g-5p	8:GC	13.0	9.0	266988.0	450804.0
mmu-let-7g-5p	8:GT	40.0	66.0	266988.0	450804.0
mmu-let-7g-5p	9:TA	15.0	28.0	266988.0	450804.0
mmu-let-7g-5p	9:TC	26.0	40.0	266988.0	450804.0
mmu-let-7g-5p	9:TG	1.0	1.0	266988.0	450804.0
mmu-let-7g-5p	10:AC	1.0	1.0	266988.0	450804.0
mmu-let-7g-5p	10:AG	35.0	50.0	266988.0	450804.0
mmu-let-7g-5p	10:AT	16.0	28.0	266988.0	450804.0
mmu-let-7g-5p	11:GA	9.0	20.0	266988.0	450804.0
mmu-let-7g-5p	11:GC	8.0	31.0	266988.0	450804.0
mmu-let-7g-5p	11:GT	75.0	162.0	266988.0	450804.0
mmu-let-7g-5p	12:TC	22.0	41.0	266988.0	450804.0
mmu-let-7g-5p	13:TA	17.0	36.0	266988.0	450804.0
mmu-let-7g-5p	13:TC	33.0	43.0	266988.0	450804.0
mmu-let-7g-5p	13:TG	3.0	2.0	266988.0	450804.0
mmu-let-7g-5p	14:TC	23.0	37.0	266988.0	450804.0
mmu-let-7g-5p	14:TG	6.0	6.0	266988.0	450804.0
mmu-let-7g-5p	15:GA	34.0	49.0	266988.0	450804.0
mmu-let-7g-5p	15:GC	28.0	39.0	266988.0	450804.0
mmu-let-7g-5p	15:GT	61.0	105.0	266988.0	450804.0
mmu-let-7g-5p	16:TC	31.0	48.0	266988.0	450804.0
mmu-let-7g-5p	16:TG	1.0	0.0	266988.0	450804.0
mmu-let-7g-5p	17:AC	1.0	5.0	266988.0	450804.0
mmu-let-7g-5p	17:AT	26.0	40.0	266988.0	450804.0
mmu-let-7g-5p	18:CA	58.0	81.0	266988.0	450804.0
mmu-let-7g-5p	18:CG	18.0	20.0	266988.0	450804.0
mmu-let-7g-5p	19:AC	2.0	1.0	266988.0	450804.0
mmu-let-7g-5p	19:AG	16.0	30.0	266988.0	450804.0
mmu-let-7g-5p	21:TA	16.0	23.0	266988.0	450804.0
mmu-let-7g-5p	21:TC	16.0	28.0	266988.0	450804.0
mmu-let-7g-5p	21:TG	14.0	24.0	266988.0	450804.0
mmu-let-7g-5p	22:TA	512.0	804.0	266988.0	450804.0
mmu-let-7g-5p	22:TC	38.0	56.0	266988.0	450804.0
mmu-let-7g-5p	22:TG	20.0	49.0	266988.0	450804.0
mmu-let-7g-5p	3:AT,4:GT	0.0	1.0	266988.0	450804.0
mmu-let-7g-5p	4:GA,22:TA	0.0	1.0	266988.0	450804.0
mmu-let-7g-5p	4:GT,22:TA	1.0	0.0	266988.0	450804.0
mmu-let-7g-5p	5:GC,15:GT	1.0	0.0	266988.0	450804.0
mmu-let-7g-5p	7:AT,22:TA	1.0	0.0	266988.0	450804.0
mmu-let-7g-5p	10:AT,22:TA	2.0	0.0	266988.0	450804.0
mmu-let-7i-3p	PM	2.0	3.0	3.0	4.0
mmu-let-7i-3p	20:GA	0.0	1.0	3.0	4.0
mmu-let-7i-3p	22:TA	1.0	0.0	3.0	4.0
mmu-let-7i-5p	PM	150856.0	287399.0	152339.0	290343.0
mmu-let-7i-5p	1:TA	3.0	16.0	152339.0	290343.0
mmu-let-7i-5p	1:TC	17.0	26.0	152339.0	290343.0
mmu-let-7i-5p	1:TG	0.0	3.0	152339.0	290343.0
mmu-let-7i-5p	2:GA	7.0	24.0	152339.0	290343.0
mmu-let-7i-5p	2:GC	9.0	20.0	152339.0	290343.0
mmu-let-7i-5p	2:GT	42.0	62.0	152339.0	290343.0
mmu-let-7i-5p	3:AC	1.0	5.0	152339.0	290343.0
mmu-let-7i-5p	3:AG	10.0	19.0	152339.0	290343.0
mmu-let-7i-5p	3:AT	12.0	25.0	152339.0	290343.0
mmu-let-7i-5p	4:GA	14.0	21.0	152339.0	290343.0
mmu-let-7i-5p	4:GC	10.0	12.0	152339.0	290343.0
mmu-let-7i-5p	4:GT	44.0	72.0	152339.0	290343.0
mmu-let-7i-5p	5:GA	6.0	14.0	152339.0	290343.0
mmu-let-7i-5p	5:GC	2.0	7.0	152339.0	290343.0
mmu-let-7i-5p	5:GT	16.0	33.0	152339.0	290343.0
mmu-let-7i-5p	6:TA	5.0	10.0	152339.0	290343.0
mmu-let-7i-5p	6:TC	20.0	25.0	152339.0	290343.0
mmu-let-7i-5p	6:TG	3.0	1.0	152339.0	290343.0
mmu-let-7i-5p	7:AC	0.0	2.0	152339.0	290343.0
mmu-let-7i-5p	7:AG	10.0	42.0	152339.0	290343.0
mmu-let-7i-5p	8:GA	6.0	10.0	152339.0	290343.0
mmu-let-7i-5p	8:GC	6.0	13.0	152339.0	290343.0
mmu-let-7i-5p	8:GT	18.0	47.0	152339.0	290343.0
mmu-let-7i-5p	9:TA	10.0	19.0	152339.0	290343.0
mmu-let-7i-5p	9:TC	14.0	24.0	152339.0	290343.0
mmu-let-7i-5p	9:TG	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	10:AG	10.0	23.0	152339.0	290343.0
mmu-let-7i-5p	10:AT	7.0	7.0	152339.0	290343.0
mmu-let-7i-5p	11:GA	7.0	11.0	152339.0	290343.0
mmu-let-7i-5p	11:GC	5.0	15.0	152339.0	290343.0
mmu-let-7i-5p	11:GT	41.0	112.0	152339.0	290343.0
mmu-let-7i-5p	12:TA	9.0	26.0	152339.0	290343.0
mmu-let-7i-5p	12:TC	8.0	27.0	152339.0	290343.0
mmu-let-7i-5p	12:TG	18.0	32.0	152339.0	290343.0
mmu-let-7i-5p	13:TA	12.0	21.0	152339.0	290343.0
mmu-let-7i-5p	13:TC	9.0	30.0	152339.0	290343.0
mmu-let-7i-5p	13:TG	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	14:TA	7.0	16.0	152339.0	290343.0
mmu-let-7i-5p	14:TC	13.0	17.0	152339.0	290343.0
mmu-let-7i-5p	14:TG	5.0	1.0	152339.0	290343.0
mmu-let-7i-5p	15:GA	10.0	22.0	152339.0	290343.0
mmu-let-7i-5p	15:GC	7.0	15.0	152339.0	290343.0
mmu-let-7i-5p	15:GT	33.0	41.0	152339.0	290343.0
mmu-let-7i-5p	16:TA	21.0	47.0	152339.0	290343.0
mmu-let-7i-5p	16:TC	7.0	33.0	152339.0	290343.0
mmu-let-7i-5p	16:TG	3.0	3.0	152339.0	290343.0
mmu-let-7i-5p	17:GC	12.0	38.0	152339.0	290343.0
mmu-let-7i-5p	17:GT	53.0	87.0	152339.0	290343.0
mmu-let-7i-5p	18:CA	45.0	69.0	152339.0	290343.0
mmu-let-7i-5p	18:CG	13.0	12.0	152339.0	290343.0
mmu-let-7i-5p	18:CT	20.0	63.0	152339.0	290343.0
mmu-let-7i-5p	19:TC	15.0	28.0	152339.0	290343.0
mmu-let-7i-5p	19:TG	0.0	2.0	152339.0	290343.0
mmu-let-7i-5p	20:GA	11.0	20.0	152339.0	290343.0
mmu-let-7i-5p	20:GC	10.0	12.0	152339.0	290343.0
mmu-let-7i-5p	21:TA	13.0	15.0	152339.0	290343.0
mmu-let-7i-5p	21:TC	7.0	20.0	152339.0	290343.0
mmu-let-7i-5p	21:TG	12.0	15.0	152339.0	290343.0
mmu-let-7i-5p	22:TA	702.0	1375.0	152339.0	290343.0
mmu-let-7i-5p	22:TC	10.0	28.0	152339.0	290343.0
mmu-let-7i-5p	22:TG	17.0	56.0	152339.0	290343.0
mmu-let-7i-5p	2:GC,11:GC	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	2:GC,17:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	2:GC,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	2:GT,4:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	2:GT,11:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	3:AT,22:TA	1.0	0.0	152339.0	290343.0
mmu-let-7i-5p	4:GC,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	4:GT,5:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	4:GT,11:GT	1.0	0.0	152339.0	290343.0
mmu-let-7i-5p	4:GT,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	5:GT,11:GC	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	5:GT,11:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	6:TA,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	6:TC,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	8:GT,11:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	9:TA,12:TC	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	9:TA,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	9:TC,15:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	10:AT,11:GT	1.0	0.0	152339.0	290343.0
mmu-let-7i-5p	11:GC,15:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	11:GC,22:TA	1.0	1.0	152339.0	290343.0
mmu-let-7i-5p	12:TA,19:TC	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	12:TA,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	15:GA,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	15:GT,22:TA	0.0	2.0	152339.0	290343.0
mmu-let-7i-5p	16:TC,17:GT	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	16:TG,22:TA	1.0	0.0	152339.0	290343.0
mmu-let-7i-5p	17:GT,22:TA	1.0	1.0	152339.0	290343.0
mmu-let-7i-5p	18:CA,22:TA	1.0	1.0	152339.0	290343.0
mmu-let-7i-5p	18:CG,22:TG	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	21:TA,22:TA	14.0	13.0	152339.0	290343.0
mmu-let-7i-5p	21:TA,22:TC	0.0	2.0	152339.0	290343.0
mmu-let-7i-5p	21:TA,22:TG	5.0	7.0	152339.0	290343.0
mmu-let-7i-5p	21:TG,22:TA	0.0	1.0	152339.0	290343.0
mmu-let-7i-5p	21:TG,22:TG	0.0	1.0	152339.0	290343.0
mmu-let-7k	PM	32.0	60.0	99416.0	205462.0
mmu-let-7k	9:GA	1.0	3.0	99416.0	205462.0
mmu-let-7k	9:GC	3.0	5.0	99416.0	205462.0
mmu-let-7k	9:GT	27952.0	58924.0	99416.0	205462.0
mmu-let-7k	17:GA	11.0	20.0	99416.0	205462.0
mmu-let-7k	19:GA	3.0	13.0	99416.0	205462.0
mmu-let-7k	1:TA,9:GT	0.0	1.0	99416.0	205462.0
mmu-let-7k	1:TC,9:GT	4.0	12.0	99416.0	205462.0
mmu-let-7k	1:TG,9:GT	0.0	1.0	99416.0	205462.0
mmu-let-7k	2:GA,9:GT	3.0	4.0	99416.0	205462.0
mmu-let-7k	2:GC,9:GT	5.0	3.0	99416.0	205462.0
mmu-let-7k	2:GT,9:GT	2.0	18.0	99416.0	205462.0
mmu-let-7k	3:AC,9:GT	0.0	2.0	99416.0	205462.0
mmu-let-7k	3:AG,9:GT	2.0	4.0	99416.0	205462.0
mmu-let-7k	3:AT,9:GT	1.0	9.0	99416.0	205462.0
mmu-let-7k	4:GA,9:GT	3.0	1.0	99416.0	205462.0
mmu-let-7k	4:GC,9:GT	0.0	3.0	99416.0	205462.0
mmu-let-7k	4:GT,9:GT	4.0	14.0	99416.0	205462.0
mmu-let-7k	5:GA,9:GT	2.0	2.0	99416.0	205462.0
mmu-let-7k	5:GC,9:GT	0.0	4.0	99416.0	205462.0
mmu-let-7k	5:GT,9:GT	1.0	7.0	99416.0	205462.0
mmu-let-7k	6:TA,9:GT	0.0	4.0	99416.0	205462.0
mmu-let-7k	6:TC,9:GT	0.0	8.0	99416.0	205462.0
mmu-let-7k	6:TG,9:GT	1.0	1.0	99416.0	205462.0
mmu-let-7k	7:AG,9:GT	3.0	8.0	99416.0	205462.0
mmu-let-7k	7:AT,9:GT	3.0	5.0	99416.0	205462.0
mmu-let-7k	8:GA,9:GT	1.0	1.0	99416.0	205462.0
mmu-let-7k	8:GC,9:GT	1.0	0.0	99416.0	205462.0
mmu-let-7k	8:GT,9:GT	6.0	9.0	99416.0	205462.0
mmu-let-7k	9:GA,17:GA	2.0	14.0	99416.0	205462.0
mmu-let-7k	9:GC,17:GA	5.0	14.0	99416.0	205462.0
mmu-let-7k	9:GT,10:AG	1.0	3.0	99416.0	205462.0
mmu-let-7k	9:GT,10:AT	2.0	2.0	99416.0	205462.0
mmu-let-7k	9:GT,11:GA	1.0	1.0	99416.0	205462.0
mmu-let-7k	9:GT,11:GC	1.0	5.0	99416.0	205462.0
mmu-let-7k	9:GT,11:GT	8.0	13.0	99416.0	205462.0
mmu-let-7k	9:GT,12:GA	4.0	2.0	99416.0	205462.0
mmu-let-7k	9:GT,12:GC	1.0	2.0	99416.0	205462.0
mmu-let-7k	9:GT,12:GT	2.0	3.0	99416.0	205462.0
mmu-let-7k	9:GT,13:TA	4.0	3.0	99416.0	205462.0
mmu-let-7k	9:GT,13:TC	3.0	4.0	99416.0	205462.0
mmu-let-7k	9:GT,13:TG	0.0	1.0	99416.0	205462.0
mmu-let-7k	9:GT,14:TA	2.0	8.0	99416.0	205462.0
mmu-let-7k	9:GT,14:TC	5.0	9.0	99416.0	205462.0
mmu-let-7k	9:GT,14:TG	0.0	3.0	99416.0	205462.0
mmu-let-7k	9:GT,15:GA	3.0	10.0	99416.0	205462.0
mmu-let-7k	9:GT,15:GC	1.0	1.0	99416.0	205462.0
mmu-let-7k	9:GT,15:GT	1.0	5.0	99416.0	205462.0
mmu-let-7k	9:GT,16:TA	3.0	9.0	99416.0	205462.0
mmu-let-7k	9:GT,16:TC	1.0	8.0	99416.0	205462.0
mmu-let-7k	9:GT,16:TG	0.0	1.0	99416.0	205462.0
mmu-let-7k	9:GT,17:GA	48957.0	105680.0	99416.0	205462.0
mmu-let-7k	9:GT,17:GC	0.0	1.0	99416.0	205462.0
mmu-let-7k	9:GT,17:GT	11.0	23.0	99416.0	205462.0
mmu-let-7k	9:GT,18:TA	3.0	5.0	99416.0	205462.0
mmu-let-7k	9:GT,18:TC	2.0	8.0	99416.0	205462.0
mmu-let-7k	9:GT,18:TG	4.0	7.0	99416.0	205462.0
mmu-let-7k	9:GT,19:GA	40.0	92.0	99416.0	205462.0
mmu-let-7k	9:GT,19:GC	2.0	10.0	99416.0	205462.0
mmu-let-7k	9:GT,19:GT	22.0	35.0	99416.0	205462.0
mmu-let-7k	17:GA,18:TA	2.0	1.0	99416.0	205462.0
