miRNA name	pos:mut	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_Vitamin_D2_SRR22128243	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_Vitamin_D2_SRR22128243 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)
hsa-miR-221-3p	PM	23.0	1.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	1.0	43.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-221-3p	23:CG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	24.0	1.0	43.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-221-3p	23:CT	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	1.0	43.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-221-5p	PM	1.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-222-3p	PM	59.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-222-3p	21:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2278	PM	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2355-5p	PM	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-2392	10:GT,15:GT	6.0	2.0	49.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	49.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-23a-3p	PM	23.0	0.0	49.0	0.0	0.0	0.0	0.0	1.0	0.0	476.0	14.0	952.0	3.0	2.0	13.0	1.0	7.0	8.0
hsa-miR-23a-3p	19:TA	452.0	14.0	901.0	3.0	2.0	13.0	1.0	6.0	8.0	476.0	14.0	952.0	3.0	2.0	13.0	1.0	7.0	8.0
hsa-miR-23a-3p	19:TA,21:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	476.0	14.0	952.0	3.0	2.0	13.0	1.0	7.0	8.0
hsa-miR-23a-3p	19:TA,21:CT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	476.0	14.0	952.0	3.0	2.0	13.0	1.0	7.0	8.0
hsa-miR-23b-3p	PM	113.0	2.0	124.0	1.0	0.0	6.0	0.0	0.0	0.0	114.0	2.0	124.0	1.0	0.0	6.0	0.0	0.0	0.0
hsa-miR-23b-3p	7:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	2.0	124.0	1.0	0.0	6.0	0.0	0.0	0.0
hsa-miR-24-3p	PM	18.0	1.0	56.0	0.0	2.0	0.0	0.0	0.0	0.0	18.0	1.0	56.0	0.0	2.0	1.0	0.0	0.0	0.0
hsa-miR-24-3p	21:AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	1.0	56.0	0.0	2.0	1.0	0.0	0.0	0.0
hsa-miR-25-3p	PM	77.0	2.0	139.0	0.0	1.0	2.0	0.0	1.0	1.0	81.0	2.0	151.0	1.0	1.0	2.0	0.0	1.0	1.0
hsa-miR-25-3p	9:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	2.0	151.0	1.0	1.0	2.0	0.0	1.0	1.0
hsa-miR-25-3p	22:AT	3.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	81.0	2.0	151.0	1.0	1.0	2.0	0.0	1.0	1.0
hsa-miR-25-5p	PM	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2681-3p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-26a-5p	PM	6749.0	193.0	10698.0	58.0	16.0	177.0	18.0	43.0	93.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	5:AG	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	6:GA	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	7:TC	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	8:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	9:AG	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	9:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	10:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	10:TC	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	11:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	12:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	12:CG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	12:CT	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	13:AG	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	13:AT	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	14:GA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	14:GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	14:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	15:GA	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	16:AG	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	17:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	17:TC	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	18:AG	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	18:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	20:GA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	22:TA	80.0	0.0	151.0	1.0	2.0	3.0	0.0	1.0	3.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	22:TC	30.0	2.0	40.0	0.0	1.0	1.0	0.0	0.0	2.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	22:TG	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26a-5p	20:GC,22:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6882.0	196.0	10933.0	59.0	19.0	182.0	18.0	44.0	98.0
hsa-miR-26b-5p	PM	1815.0	50.0	2203.0	8.0	7.0	40.0	3.0	6.0	19.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	6:GT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	7:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	7:TC	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	10:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	11:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	11:TC	5.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	12:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	12:CT	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	13:AG	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	15:GA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	16:AG	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	17:TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	21:TA	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	21:TC	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	21:TG	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	11:TC,18:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	11:TC,21:TA	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-26b-5p	11:TC,21:TC	973.0	37.0	1809.0	11.0	4.0	28.0	4.0	12.0	16.0	2806.0	89.0	4037.0	19.0	11.0	70.0	7.0	18.0	37.0
hsa-miR-27a-3p	PM	11.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-27a-3p	21:CT	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-27b-3p	PM	290.0	5.0	217.0	3.0	2.0	9.0	3.0	3.0	4.0	292.0	6.0	221.0	3.0	2.0	9.0	3.0	3.0	4.0
hsa-miR-27b-3p	12:TG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.0	6.0	221.0	3.0	2.0	9.0	3.0	3.0	4.0
hsa-miR-27b-3p	20:GC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.0	6.0	221.0	3.0	2.0	9.0	3.0	3.0	4.0
hsa-miR-27b-3p	21:CT	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	292.0	6.0	221.0	3.0	2.0	9.0	3.0	3.0	4.0
hsa-miR-27b-5p	PM	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-28-3p	PM	59.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-28-3p	16:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-28-3p	22:AT	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-28-5p	PM	51.0	2.0	141.0	0.0	1.0	2.0	0.0	0.0	1.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-28-5p	13:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-28-5p	16:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-28-5p	22:GA	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-28-5p	22:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-28-5p	5:AG,22:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-28-5p	21:AT,22:GA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-28-5p	21:AT,22:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	2.0	156.0	0.0	1.0	2.0	0.0	0.0	1.0
hsa-miR-296-3p	PM	14.0	1.0	25.0	1.0	0.0	1.0	0.0	2.0	0.0	15.0	1.0	27.0	1.0	0.0	1.0	0.0	2.0	0.0
hsa-miR-296-3p	22:CA	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	27.0	1.0	0.0	1.0	0.0	2.0	0.0
hsa-miR-296-3p	22:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	27.0	1.0	0.0	1.0	0.0	2.0	0.0
hsa-miR-296-5p	PM	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-299-3p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-299-5p	PM	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-29a-3p	PM	48.0	1.0	82.0	0.0	0.0	3.0	0.0	1.0	0.0	50.0	1.0	88.0	0.0	0.0	3.0	0.0	1.0	0.0
hsa-miR-29a-3p	22:AC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	1.0	88.0	0.0	0.0	3.0	0.0	1.0	0.0
hsa-miR-29a-3p	22:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	1.0	88.0	0.0	0.0	3.0	0.0	1.0	0.0
hsa-miR-29a-3p	22:AT	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	1.0	88.0	0.0	0.0	3.0	0.0	1.0	0.0
hsa-miR-29a-5p	PM	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-29b-2-5p	PM	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-29b-3p	PM	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-29c-3p	PM	10.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-301a-3p	PM	13.0	1.0	23.0	1.0	0.0	1.0	0.0	1.0	1.0	13.0	1.0	24.0	1.0	0.0	1.0	0.0	1.0	1.0
hsa-miR-301a-3p	23:CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	24.0	1.0	0.0	1.0	0.0	1.0	1.0
hsa-miR-301a-5p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-301b-3p	PM	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-301b-3p	21:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-301b-3p	19:AG,20:AG	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-301b-5p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302a-3p	PM	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302a-5p	PM	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302b-3p	PM	19.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302b-3p	10:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302b-3p	16:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302b-5p	PM	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302d-3p	PM	45.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3064-5p	PM	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3064-5p	21:AT	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3065-3p	PM	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3065-3p	23:GA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3065-5p	PM	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3074-3p	PM	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3074-3p	17:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3074-5p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3085-3p	PM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-30a-3p	PM	33.0	1.0	64.0	0.0	0.0	1.0	0.0	1.0	0.0	65.0	2.0	113.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-30a-3p	22:CA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	2.0	113.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-30a-3p	22:CT	32.0	1.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	2.0	113.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-30a-5p	PM	49.0	5.0	57.0	1.0	1.0	4.0	0.0	2.0	2.0	50.0	5.0	57.0	2.0	1.0	4.0	0.0	2.0	2.0
hsa-miR-30a-5p	9:TA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	50.0	5.0	57.0	2.0	1.0	4.0	0.0	2.0	2.0
hsa-miR-30a-5p	11:CG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	5.0	57.0	2.0	1.0	4.0	0.0	2.0	2.0
hsa-miR-30b-3p	PM	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-30b-5p	PM	108.0	1.0	31.0	6.0	0.0	4.0	0.0	1.0	1.0	108.0	1.0	31.0	6.0	0.0	4.0	0.0	1.0	1.0
hsa-miR-30c-1-3p	PM	5.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-30c-1-3p	22:CT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-30c-2-3p	PM	3.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-30c-5p	PM	7.0	2.0	9.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	2.0	9.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-30d-3p	PM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-30d-5p	PM	237.0	6.0	227.0	2.0	1.0	10.0	0.0	0.0	2.0	241.0	6.0	229.0	2.0	1.0	10.0	0.0	0.0	2.0
hsa-miR-30d-5p	22:GA	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	241.0	6.0	229.0	2.0	1.0	10.0	0.0	0.0	2.0
hsa-miR-30e-3p	PM	54.0	1.0	74.0	0.0	0.0	4.0	1.0	0.0	0.0	121.0	2.0	176.0	0.0	0.0	5.0	1.0	0.0	0.0
hsa-miR-30e-3p	19:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	2.0	176.0	0.0	0.0	5.0	1.0	0.0	0.0
hsa-miR-30e-3p	22:CA	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	2.0	176.0	0.0	0.0	5.0	1.0	0.0	0.0
hsa-miR-30e-3p	22:CT	63.0	1.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	2.0	176.0	0.0	0.0	5.0	1.0	0.0	0.0
hsa-miR-30e-3p	7:GC,22:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	2.0	176.0	0.0	0.0	5.0	1.0	0.0	0.0
hsa-miR-30e-3p	19:CG,22:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	2.0	176.0	0.0	0.0	5.0	1.0	0.0	0.0
hsa-miR-30e-3p	21:GT,22:CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	121.0	2.0	176.0	0.0	0.0	5.0	1.0	0.0	0.0
