Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM6701871	"RSB241-312 [Dexmedetomidine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107887"	SRX18107887	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701872	"RSB241-74 [Naphazoline HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107888"	SRX18107888	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701873	"RSB241-171 [Calcifediol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107889"	SRX18107889	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701874	"RSB241-250 [Azilsartan]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107890"	SRX18107890	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701875	"RSB241-184 [Salubrinal]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107377"	SRX18107377	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701876	"RSB241-180 [PF-4981517]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107378"	SRX18107378	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701877	"RSB241-259 [Divalproex Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107379"	SRX18107379	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701878	"RSB241-66 [Equol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107380"	SRX18107380	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701879	"RSB241-103 [Mercaptopurine (6-MP)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107381"	SRX18107381	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701880	"RSB241-271 [Suprofen]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107382"	SRX18107382	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701881	"RSB241-81 [Enalapril Maleate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107383"	SRX18107383	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701882	"RSB241-155 [Adiphenine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107384"	SRX18107384	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701883	"RSB241-332 [Alogliptin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107721"	SRX18107721	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701884	"RSB241-215 [PD128907 HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107722"	SRX18107722	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701885	"RSB241-99 [Benazepril HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107723"	SRX18107723	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701886	"RSB241-154 [Dapivirine (TMC120)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107724"	SRX18107724	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701887	"RSB241-67 [Bleomycin Sulfate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107725"	SRX18107725	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701888	"RSB241-305 [Myricitrin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107726"	SRX18107726	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701889	"RSB241-195 [Candesartan]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107727"	SRX18107727	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701890	"RSB241-110 [Phenacetin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107728"	SRX18107728	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701891	"RSB241-266 [SB269970 HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18106993"	SRX18106993	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701892	"RSB241-315 [Rutin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18106994"	SRX18106994	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701893	"RSB241-135 [Lidocaine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18106995"	SRX18106995	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701894	"RSB241-143 [Mosapride Citrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18106996"	SRX18106996	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701895	"RSB241-185 [Flunixin Meglumin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18106997"	SRX18106997	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701896	"RSB241-296 [StemRegenin 1 (SR1)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18106998"	SRX18106998	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701897	"RSB241-96 [GNF-2]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18106999"	SRX18106999	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701898	"RSB241-313 [Orotic acid (6-Carboxyuracil)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107000"	SRX18107000	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701899	"RSB241-220 [Daunorubicin HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107891"	SRX18107891	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701900	"RSB241-182 [Icotinib]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107892"	SRX18107892	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701901	"RSB241-78 [Phenytoin sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107893"	SRX18107893	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701902	"RSB241-36 [Palmatine chloride]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107894"	SRX18107894	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701903	"RSB241-114 [Cobicistat (GS-9350)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107895"	SRX18107895	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701904	"RSB241-192 [Pifithrin-? (PFT?)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107896"	SRX18107896	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701905	"RSB241-119 [Urapidil HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107897"	SRX18107897	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701906	"RSB241-44 [Inosine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107898"	SRX18107898	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701907	"RSB241-223 [Aliskiren Hemifumarate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107385"	SRX18107385	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701908	"RSB241-61 [Phenindione]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107386"	SRX18107386	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701909	"RSB241-207 [Allopurinol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107387"	SRX18107387	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701910	"RSB241-156 [GW9662]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107388"	SRX18107388	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701911	"RSB241-105 [Costunolide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107389"	SRX18107389	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701912	"RSB241-94 [ZM 306416]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107390"	SRX18107390	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701913	"RSB241-237 [Mesalamine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107391"	SRX18107391	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701914	"RSB241-316 [Beclomethasone dipropionate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107392"	SRX18107392	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701915	"RSB241-178 [IOX2]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107899"	SRX18107899	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701916	"RSB241-167 [Tianeptine sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107900"	SRX18107900	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701917	"RSB241-341 [Vanillylacetone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107901"	SRX18107901	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701918	"RSB241-175 [Org 27569]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107902"	SRX18107902	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701919	"RSB241-331 [Diltiazem HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107903"	SRX18107903	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701920	"RSB241-281 [Indole-3-carbinol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107904"	SRX18107904	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701921	"RSB241-160 [HC-030031]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107905"	SRX18107905	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701922	"RSB241-63 [Triamcinolone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107906"	SRX18107906	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701923	"RSB241-164 [Resminostat]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107001"	SRX18107001	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701924	"RSB241-326 [VUF 10166]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107002"	SRX18107002	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701925	"RSB241-351 [Naringin Dihydrochalcone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107003"	SRX18107003	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701926	"RSB241-209 [CGS 21680 HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107004"	SRX18107004	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701927	"RSB241-42 [Guanosine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107005"	SRX18107005	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701928	"RSB241-85 [Tolfenamic Acid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107006"	SRX18107006	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701929	"RSB241-339 [Troxerutin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107007"	SRX18107007	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701930	"RSB241-329 [Metoprolol Tartrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107008"	SRX18107008	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701931	"RSB241-190 [TAK-715]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107907"	SRX18107907	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701932	"RSB241-258 [SAR131675]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107908"	SRX18107908	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701933	"RSB241-40 [Apocynin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107909"	SRX18107909	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701934	"RSB241-346 [Nadifloxacin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107910"	SRX18107910	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701935	"RSB241-205 [Prilocaine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107911"	SRX18107911	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701936	"RSB241-179 [Temocapril HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107912"	SRX18107912	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701937	"RSB241-319 [Silymarin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107913"	SRX18107913	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701938	"RSB241-314 [Foscarnet Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107914"	SRX18107914	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701939	"RSB241-115 [Benidipine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107393"	SRX18107393	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701940	"RSB241-202 [Ciproxifan]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107394"	SRX18107394	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701941	"RSB241-118 [S-Ruxolitinib (INCB018424)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107395"	SRX18107395	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701942	"RSB241-176 [GW4064]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107396"	SRX18107396	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701943	"RSB241-101 [Cilnidipine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107397"	SRX18107397	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701944	"RSB241-244 [Purmorphamine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107398"	SRX18107398	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701945	"RSB241-41 [TW-37]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107399"	SRX18107399	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701946	"RSB241-251 [Esculin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107400"	SRX18107400	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701947	"RSB241-198 [MPEP]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107729"	SRX18107729	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701948	"RSB241-217 [Rosuvastatin Calcium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107730"	SRX18107730	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701949	"RSB241-64 [A-205804]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107731"	SRX18107731	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701950	"RSB241-297 [Ranitidine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107732"	SRX18107732	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701951	"RSB241-212 [Rivaroxaban]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107733"	SRX18107733	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701952	"RSB241-109 [Etodolac]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107734"	SRX18107734	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701953	"RSB241-163 [Pizotifen Malate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107735"	SRX18107735	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701954	"RSB241-295 [Azacitidine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107736"	SRX18107736	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701955	"RSB241-142 [PF-00562271]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107009"	SRX18107009	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701956	"RSB241-194 [Sirtinol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107010"	SRX18107010	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701957	"RSB241-211 [Almorexant HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107011"	SRX18107011	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701958	"RSB241-311 [Nobiletin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107012"	SRX18107012	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701959	"RSB241-126 [Ki16198]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107013"	SRX18107013	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701960	"RSB241-97 [BX-795]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107014"	SRX18107014	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701961	"RSB241-144 [Flavopiridol HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107015"	SRX18107015	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701962	"RSB241-47 [TAK-700 (Orteronel)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107016"	SRX18107016	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701963	"RSB241-189 [Dextrose]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107915"	SRX18107915	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701964	"RSB241-88 [SB742457]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107916"	SRX18107916	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701965	"RSB241-261 [Glyburide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107917"	SRX18107917	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701966	"RSB241-283 [Kinetin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107744"	SRX18107744	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701967	"RSB241-343 [Xanthone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107745"	SRX18107745	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701968	"RSB241-136 [Fostamatinib (R788)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107746"	SRX18107746	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701969	"RSB241-260 [BI-D1870]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107747"	SRX18107747	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701970	"RSB241-145 [Orphenadrine Citrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107748"	SRX18107748	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701971	"RSB241-51 [Nizatidine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107401"	SRX18107401	"Zhiyun Wei"	"Oct 19, 2023"
GSM6701972	"RSB241-347 [Gastrodin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107402"	SRX18107402	"Zhiyun Wei"	"Oct 19, 2023"
