study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_accession,run_total_spots,run_total_bases
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106997,GSM6701895: RSB241-185 [Flunixin Meglumin]; Homo sapiens; miRNA-Seq,GSM6701895: RSB241-185 [Flunixin Meglumin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701895,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609878,,SAMN31555015,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1095357,33962491,SRR22127316,1095357,82151775
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106996,GSM6701894: RSB241-143 [Mosapride Citrate]; Homo sapiens; miRNA-Seq,GSM6701894: RSB241-143 [Mosapride Citrate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701894,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609877,,SAMN31555016,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1433699,44807028,SRR22127317,1433699,107527425
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106995,GSM6701893: RSB241-135 [Lidocaine]; Homo sapiens; miRNA-Seq,GSM6701893: RSB241-135 [Lidocaine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701893,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609876,,SAMN31555017,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1337191,42323320,SRR22127318,1337191,100289325
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106994,GSM6701892: RSB241-315 [Rutin]; Homo sapiens; miRNA-Seq,GSM6701892: RSB241-315 [Rutin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701892,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609875,,SAMN31555018,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,990665,31144751,SRR22127319,990665,74299875
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106993,GSM6701891: RSB241-266 [SB269970 HCl]; Homo sapiens; miRNA-Seq,GSM6701891: RSB241-266 [SB269970 HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701891,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609874,,SAMN31555019,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,790639,24716990,SRR22127320,790639,59297925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106992,GSM6701866: RSB241-186 [Evacetrapib (LY2484595)]; Homo sapiens; miRNA-Seq,GSM6701866: RSB241-186 [Evacetrapib (LY2484595)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701866,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609873,,SAMN31555044,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,381078,11946958,SRR22127321,381078,28580850
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106991,GSM6701865: RSB241-256 [Bosentan Hydrate]; Homo sapiens; miRNA-Seq,GSM6701865: RSB241-256 [Bosentan Hydrate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701865,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609872,,SAMN31555045,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1557001,49712037,SRR22127322,1557001,116775075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106990,GSM6701864: RSB241-232 [TPCA-1]; Homo sapiens; miRNA-Seq,GSM6701864: RSB241-232 [TPCA-1]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701864,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609871,,SAMN31555046,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,572210,18111181,SRR22127323,572210,42915750
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106989,GSM6701863: RSB241-322 [ML130 (Nodinitib-1)]; Homo sapiens; miRNA-Seq,GSM6701863: RSB241-322 [ML130 (Nodinitib-1)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701863,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609870,,SAMN31555047,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,742487,23596122,SRR22127324,742487,55686525
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106988,GSM6701862: RSB241-253 [Chlorogenic Acid]; Homo sapiens; miRNA-Seq,GSM6701862: RSB241-253 [Chlorogenic Acid]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701862,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609869,,SAMN31555048,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,729526,22591407,SRR22127325,729526,54714450
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106987,GSM6701861: RSB241-162 [BMY 7378]; Homo sapiens; miRNA-Seq,GSM6701861: RSB241-162 [BMY 7378]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701861,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609868,,SAMN31555049,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,829973,26237905,SRR22127326,829973,62247975
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106986,GSM6701860: RSB241-124 [JNJ-7777120]; Homo sapiens; miRNA-Seq,GSM6701860: RSB241-124 [JNJ-7777120]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701860,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609866,,SAMN31555050,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,809153,25495117,SRR22127327,809153,60686475
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106985,GSM6701859: RSB241-139 [Rigosertib (ON-01910)]; Homo sapiens; miRNA-Seq,GSM6701859: RSB241-139 [Rigosertib (ON-01910)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701859,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609867,,SAMN31555051,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,290783,9207141,SRR22127328,290783,21808725
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106984,GSM6701834: RSB241-273 [DL-Carnitine HCl]; Homo sapiens; miRNA-Seq,GSM6701834: RSB241-273 [DL-Carnitine HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701834,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609864,,SAMN31555076,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,646396,20168309,SRR22127329,646396,48479700
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106983,GSM6701833: RSB241-68 [Bupivacaine HCl]; Homo sapiens; miRNA-Seq,GSM6701833: RSB241-68 [Bupivacaine HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701833,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609865,,SAMN31555077,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,738531,23602920,SRR22127330,738531,55389825
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106982,GSM6701832: RSB241-241 [Irinotecan HCl Trihydrate]; Homo sapiens; miRNA-Seq,GSM6701832: RSB241-241 [Irinotecan HCl Trihydrate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701832,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609863,,SAMN31555078,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,433240,13551912,SRR22127331,433240,32493000
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106981,GSM6701831: RSB241-140 [ICG-001]; Homo sapiens; miRNA-Seq,GSM6701831: RSB241-140 [ICG-001]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701831,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609862,,SAMN31555079,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,557940,17458578,SRR22127332,557940,41845500
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106980,GSM6701830: RSB241-248 [Cinepazide maleate]; Homo sapiens; miRNA-Seq,GSM6701830: RSB241-248 [Cinepazide maleate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701830,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609861,,SAMN31555080,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,289238,9221717,SRR22127333,289238,21692850
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106979,GSM6701829: RSB241-233 [Enalaprilat Dihydrate]; Homo sapiens; miRNA-Seq,GSM6701829: RSB241-233 [Enalaprilat Dihydrate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701829,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609859,,SAMN31555081,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,234195,7400585,SRR22127334,234195,17564625
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106978,GSM6701828: RSB241-337 [Tangeretin]; Homo sapiens; miRNA-Seq,GSM6701828: RSB241-337 [Tangeretin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701828,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609860,,SAMN31555082,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,330793,10624377,SRR22127335,330793,24809475
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106977,GSM6701827: RSB241-166 [XL335]; Homo sapiens; miRNA-Seq,GSM6701827: RSB241-166 [XL335]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701827,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609858,,SAMN31555083,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,484583,15348309,SRR22127336,484583,36343725
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106976,GSM6701802: RSB241-45 [Docetaxel]; Homo sapiens; miRNA-Seq,GSM6701802: RSB241-45 [Docetaxel]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701802,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609857,,SAMN31555108,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,246038,7797816,SRR22127337,246038,18452850
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106975,GSM6701801: RSB241-265 [Guaifenesin]; Homo sapiens; miRNA-Seq,GSM6701801: RSB241-265 [Guaifenesin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701801,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609856,,SAMN31555109,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,84867,2781573,SRR22127338,84867,6365025
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106974,GSM6701800: RSB241-187 [Imidapril HCl]; Homo sapiens; miRNA-Seq,GSM6701800: RSB241-187 [Imidapril HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701800,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609855,,SAMN31555110,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,292784,9457333,SRR22127339,292784,21958800
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106973,GSM6701799: RSB241-328 [U-104]; Homo sapiens; miRNA-Seq,GSM6701799: RSB241-328 [U-104]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701799,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609854,,SAMN31555111,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,205665,6660817,SRR22127340,205665,15424875
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106972,GSM6701798: RSB241-193 [AM1241]; Homo sapiens; miRNA-Seq,GSM6701798: RSB241-193 [AM1241]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701798,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609853,,SAMN31555112,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,239572,7589661,SRR22127341,239572,17967900
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106971,GSM6701797: RSB241-309 [Neohesperidin]; Homo sapiens; miRNA-Seq,GSM6701797: RSB241-309 [Neohesperidin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701797,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609852,,SAMN31555113,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,274433,8640124,SRR22127342,274433,20582475
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106970,GSM6701796: RSB241-48 [Forskolin]; Homo sapiens; miRNA-Seq,GSM6701796: RSB241-48 [Forskolin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701796,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609851,,SAMN31555114,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,181981,6037728,SRR22127343,181981,13648575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106969,GSM6701795: RSB241-270 [BRL-54443]; Homo sapiens; miRNA-Seq,GSM6701795: RSB241-270 [BRL-54443]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701795,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609850,,SAMN31555115,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,456502,14766166,SRR22127344,456502,34237650
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106968,GSM6701778: RSB241-11 [nc-DMSO rep1-4]; Homo sapiens; miRNA-Seq,GSM6701778: RSB241-11 [nc-DMSO rep1-4]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701778,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609849,,SAMN31555132,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1412066,43591498,SRR22127345,1412066,105904950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106967,GSM6701777: RSB241-24 [nc-DMSO rep1-3]; Homo sapiens; miRNA-Seq,GSM6701777: RSB241-24 [nc-DMSO rep1-3]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701777,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609848,,SAMN31555133,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,791361,24719607,SRR22127346,791361,59352075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106966,GSM6701776: RSB241-25 [nc-DMSO rep1-2]; Homo sapiens; miRNA-Seq,GSM6701776: RSB241-25 [nc-DMSO rep1-2]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701776,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609847,,SAMN31555134,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,756446,24313385,SRR22127347,756446,56733450
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106965,GSM6701775: RSB241-7 [nc-DMSO rep1-1]; Homo sapiens; miRNA-Seq,GSM6701775: RSB241-7 [nc-DMSO rep1-1]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701775,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609846,,SAMN31555135,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,412248,13009555,SRR22127348,412248,30918600
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106964,GSM6701774: RSB241-360 [pc-Forskolin rep1-4]; Homo sapiens; miRNA-Seq,GSM6701774: RSB241-360 [pc-Forskolin rep1-4]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701774,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609845,,SAMN31555136,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2056072,62298263,SRR22127349,2056072,154205400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106963,GSM6701773: RSB241-375 [pc-Forskolin rep1-3]; Homo sapiens; miRNA-Seq,GSM6701773: RSB241-375 [pc-Forskolin rep1-3]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701773,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609844,,SAMN31555137,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2312466,69843935,SRR22127350,2312466,173434950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106962,GSM6701772: RSB241-359 [pc-Forskolin rep1-2]; Homo sapiens; miRNA-Seq,GSM6701772: RSB241-359 [pc-Forskolin rep1-2]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701772,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609843,,SAMN31555138,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1009950,30785886,SRR22127351,1009950,75746250
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18106961,GSM6701771: RSB241-376 [pc-Forskolin rep1-1]; Homo sapiens; miRNA-Seq,GSM6701771: RSB241-376 [pc-Forskolin rep1-1]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701771,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15609842,,SAMN31555139,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,425486,13116230,SRR22127352,425486,31911450
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107134,GSM6702408: RSB181-302 [AZD5363]; Homo sapiens; miRNA-Seq,GSM6702408: RSB181-302 [AZD5363]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702408,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610015,,SAMN31554501,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,3845401,112432857,SRR22127353,3845401,288405075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107133,GSM6702407: RSB181-89 [SRPIN340]; Homo sapiens; miRNA-Seq,GSM6702407: RSB181-89 [SRPIN340]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702407,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610014,,SAMN31554502,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2434007,71877890,SRR22127354,2434007,182550525
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107132,GSM6702406: RSB181-237 [I-BET-762]; Homo sapiens; miRNA-Seq,GSM6702406: RSB181-237 [I-BET-762]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702406,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610013,,SAMN31554503,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2046855,59939012,SRR22127355,2046855,153514125
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107131,GSM6702405: RSB181-59 [CNX-774]; Homo sapiens; miRNA-Seq,GSM6702405: RSB181-59 [CNX-774]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702405,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610012,,SAMN31554504,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,3145216,93107188,SRR22127356,3145216,235891200
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107130,GSM6702404: RSB181-74 [FPH2 (BRD-9424)]; Homo sapiens; miRNA-Seq,GSM6702404: RSB181-74 [FPH2 (BRD-9424)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702404,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610010,,SAMN31554505,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2831575,83617442,SRR22127357,2831575,212368125
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107129,GSM6702403: RSB181-235 [AGI-5198]; Homo sapiens; miRNA-Seq,GSM6702403: RSB181-235 [AGI-5198]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702403,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610011,,SAMN31554506,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2520902,74556168,SRR22127358,2520902,189067650
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107128,GSM6702378: RSB181-128 [PluriSIn #1 (NSC 14613)]; Homo sapiens; miRNA-Seq,GSM6702378: RSB181-128 [PluriSIn #1 (NSC 14613)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702378,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610009,,SAMN31554531,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1378334,40981445,SRR22127359,1378334,103375050
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107127,GSM6702377: RSB181-285 [PTC-209]; Homo sapiens; miRNA-Seq,GSM6702377: RSB181-285 [PTC-209]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702377,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610008,,SAMN31554532,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1500421,45047437,SRR22127360,1500421,112531575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107126,GSM6702376: RSB181-107 [KPT-185]; Homo sapiens; miRNA-Seq,GSM6702376: RSB181-107 [KPT-185]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702376,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610007,,SAMN31554533,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2892825,87599128,SRR22127361,2892825,216961875
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107125,GSM6702375: RSB181-78 [VER-50589]; Homo sapiens; miRNA-Seq,GSM6702375: RSB181-78 [VER-50589]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702375,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610006,,SAMN31554534,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2681897,80089244,SRR22127362,2681897,201142275
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107124,GSM6702374: RSB181-300 [TAK-438]; Homo sapiens; miRNA-Seq,GSM6702374: RSB181-300 [TAK-438]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702374,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610005,,SAMN31554535,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,3603476,109611188,SRR22127363,3603476,270260700
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107123,GSM6702373: RSB181-185 [TG003]; Homo sapiens; miRNA-Seq,GSM6702373: RSB181-185 [TG003]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702373,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610004,,SAMN31554536,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2007906,58919164,SRR22127364,2007906,150592950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107122,GSM6702372: RSB181-79 [Zebularine]; Homo sapiens; miRNA-Seq,GSM6702372: RSB181-79 [Zebularine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702372,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610003,,SAMN31554537,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,3471067,103452295,SRR22127365,3471067,260330025
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107121,GSM6702371: RSB181-191 [Tasisulam]; Homo sapiens; miRNA-Seq,GSM6702371: RSB181-191 [Tasisulam]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702371,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610002,,SAMN31554538,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1967152,58744163,SRR22127366,1967152,147536400
